"Step","unsupervised_test_lr:0.00025 - usvl_test/Loss/train","unsupervised_test_lr:0.00025 - usvl_test/Loss/train__MIN","unsupervised_test_lr:0.00025 - usvl_test/Loss/train__MAX","unsupervised_test_lr:1e-05 - usvl_test/Loss/train","unsupervised_test_lr:1e-05 - usvl_test/Loss/train__MIN","unsupervised_test_lr:1e-05 - usvl_test/Loss/train__MAX","unsupervised_test_lr:5e-05 - usvl_test/Loss/train","unsupervised_test_lr:5e-05 - usvl_test/Loss/train__MIN","unsupervised_test_lr:5e-05 - usvl_test/Loss/train__MAX","unsupervised_test_lr:0.0001 - usvl_test/Loss/train","unsupervised_test_lr:0.0001 - usvl_test/Loss/train__MIN","unsupervised_test_lr:0.0001 - usvl_test/Loss/train__MAX","unsupervised_test_lr:0.0005 - usvl_test/Loss/train","unsupervised_test_lr:0.0005 - usvl_test/Loss/train__MIN","unsupervised_test_lr:0.0005 - usvl_test/Loss/train__MAX"
"93","-12.787146697441736","-12.787146697441736","-12.787146697441736","-12.69363076488177","-12.69363076488177","-12.69363076488177","-12.754231542348862","-12.754231542348862","-12.754231542348862","-12.776582648356756","-12.776582648356756","-12.776582648356756","-12.78893076380094","-12.78893076380094","-12.78893076380094"
"94","-12.78756215174993","-12.78756215174993","-12.78756215174993","-12.693804452816645","-12.693804452816645","-12.693804452816645","-12.753891120354334","-12.753891120354334","-12.753891120354334","-12.777101755142212","-12.777101755142212","-12.777101755142212","-12.778614491224289","-12.778614491224289","-12.778614491224289"
"95","-12.788945684830347","-12.788945684830347","-12.788945684830347","-12.693651964267096","-12.693651964267096","-12.693651964267096","-12.753236254056295","-12.753236254056295","-12.753236254056295","-12.779949019352594","-12.779949019352594","-12.779949019352594","-12.790647079547247","-12.790647079547247","-12.790647079547247"
"96","-12.78983254233996","-12.78983254233996","-12.78983254233996","-12.69354173541069","-12.69354173541069","-12.69354173541069","-12.75655976931254","-12.75655976931254","-12.75655976931254","-12.783805380264917","-12.783805380264917","-12.783805380264917","-12.792338987191519","-12.792338987191519","-12.792338987191519"
"97","-12.800010909636816","-12.800010909636816","-12.800010909636816","-12.694346050421396","-12.694346050421396","-12.694346050421396","-12.75587167342504","-12.75587167342504","-12.75587167342504","-12.786217590173086","-12.786217590173086","-12.786217590173086","-12.792548716068268","-12.792548716068268","-12.792548716068268"
"98","-12.79459074139595","-12.79459074139595","-12.79459074139595","-12.692859530448914","-12.692859530448914","-12.692859530448914","-12.756246646245321","-12.756246646245321","-12.756246646245321","-12.784045865138372","-12.784045865138372","-12.784045865138372","-12.789976994196573","-12.789976994196573","-12.789976994196573"
"99","-12.786690950393677","-12.786690950393677","-12.786690950393677","-12.69507364432017","-12.69507364432017","-12.69507364432017","-12.755183100700378","-12.755183100700378","-12.755183100700378","-12.784903883934021","-12.784903883934021","-12.784903883934021","-12.794848491748175","-12.794848491748175","-12.794848491748175"
"100","-12.78011953830719","-12.78011953830719","-12.78011953830719","-12.69655536611875","-12.69655536611875","-12.69655536611875","-12.755193948745728","-12.755193948745728","-12.755193948745728","-12.784962197144827","-12.784962197144827","-12.784962197144827","-12.788249045610428","-12.788249045610428","-12.788249045610428"
"101","-12.781998882691065","-12.781998882691065","-12.781998882691065","-12.695680032173792","-12.695680032173792","-12.695680032173792","-12.757964958747229","-12.757964958747229","-12.757964958747229","-12.784307897090912","-12.784307897090912","-12.784307897090912","-12.794778058926264","-12.794778058926264","-12.794778058926264"
"102","-12.78645396232605","-12.78645396232605","-12.78645396232605","-12.696503639221191","-12.696503639221191","-12.696503639221191","-12.75655522942543","-12.75655522942543","-12.75655522942543","-12.782656868298849","-12.782656868298849","-12.782656868298849","-12.790701051553091","-12.790701051553091","-12.790701051553091"
"103","-12.79024945696195","-12.79024945696195","-12.79024945696195","-12.696344236532846","-12.696344236532846","-12.696344236532846","-12.759955674409866","-12.759955674409866","-12.759955674409866","-12.786153197288513","-12.786153197288513","-12.786153197288513","-12.788915544748306","-12.788915544748306","-12.788915544748306"
"104","-12.794842054446539","-12.794842054446539","-12.794842054446539","-12.698095271984736","-12.698095271984736","-12.698095271984736","-12.757612685362497","-12.757612685362497","-12.757612685362497","-12.789393901824951","-12.789393901824951","-12.789393901824951","-12.791657934586206","-12.791657934586206","-12.791657934586206"
"105","-12.799838185310364","-12.799838185310364","-12.799838185310364","-12.69864355524381","-12.69864355524381","-12.69864355524381","-12.755785981814066","-12.755785981814066","-12.755785981814066","-12.789266258478165","-12.789266258478165","-12.789266258478165","-12.776935825745264","-12.776935825745264","-12.776935825745264"
"106","-12.797917435566584","-12.797917435566584","-12.797917435566584","-12.698108146588007","-12.698108146588007","-12.698108146588007","-12.759578873713812","-12.759578873713812","-12.759578873713812","-12.78582571943601","-12.78582571943601","-12.78582571943601","-12.779208292563757","-12.779208292563757","-12.779208292563757"
"107","-12.797434002161026","-12.797434002161026","-12.797434002161026","-12.698200116554895","-12.698200116554895","-12.698200116554895","-12.763037820657095","-12.763037820657095","-12.763037820657095","-12.788832436005274","-12.788832436005274","-12.788832436005274","-12.779939303795496","-12.779939303795496","-12.779939303795496"
"108","-12.795754174391428","-12.795754174391428","-12.795754174391428","-12.698795646429062","-12.698795646429062","-12.698795646429062","-12.762042462825775","-12.762042462825775","-12.762042462825775","-12.789556433757147","-12.789556433757147","-12.789556433757147","-12.784466554721197","-12.784466554721197","-12.784466554721197"
"109","-12.798581898212433","-12.798581898212433","-12.798581898212433","-12.699779669443766","-12.699779669443766","-12.699779669443766","-12.761040151119232","-12.761040151119232","-12.761040151119232","-12.787758449713388","-12.787758449713388","-12.787758449713388","-12.790658801794052","-12.790658801794052","-12.790658801794052"
"110","-12.802410652240118","-12.802410652240118","-12.802410652240118","-12.700633466243744","-12.700633466243744","-12.700633466243744","-12.760422120491663","-12.760422120491663","-12.760422120491663","-12.795127818981806","-12.795127818981806","-12.795127818981806","-12.786155412594477","-12.786155412594477","-12.786155412594477"
"111","-12.799592971801758","-12.799592971801758","-12.799592971801758","-12.700738410154978","-12.700738410154978","-12.700738410154978","-12.764146079619726","-12.764146079619726","-12.764146079619726","-12.790693432092667","-12.790693432092667","-12.790693432092667","-12.787058810393015","-12.787058810393015","-12.787058810393015"
"112","-12.794876078764597","-12.794876078764597","-12.794876078764597","-12.701011737187704","-12.701011737187704","-12.701011737187704","-12.762574642896652","-12.762574642896652","-12.762574642896652","-12.788393805424372","-12.788393805424372","-12.788393805424372","-12.79218759139379","-12.79218759139379","-12.79218759139379"
"113","-12.796769460042318","-12.796769460042318","-12.796769460042318","-12.70103994011879","-12.70103994011879","-12.70103994011879","-12.76518506805102","-12.76518506805102","-12.76518506805102","-12.789369761943817","-12.789369761943817","-12.789369761943817","-12.797978609800339","-12.797978609800339","-12.797978609800339"
"114","-12.794619232416153","-12.794619232416153","-12.794619232416153","-12.7006915807724","-12.7006915807724","-12.7006915807724","-12.765031228462854","-12.765031228462854","-12.765031228462854","-12.790215065081915","-12.790215065081915","-12.790215065081915","-12.794750799735388","-12.794750799735388","-12.794750799735388"
"115","-12.79849456747373","-12.79849456747373","-12.79849456747373","-12.70221503575643","-12.70221503575643","-12.70221503575643","-12.76294320821762","-12.76294320821762","-12.76294320821762","-12.79133078455925","-12.79133078455925","-12.79133078455925","-12.797740936279297","-12.797740936279297","-12.797740936279297"
"116","-12.796905328830084","-12.796905328830084","-12.796905328830084","-12.701657503843307","-12.701657503843307","-12.701657503843307","-12.764718770980835","-12.764718770980835","-12.764718770980835","-12.793436924616495","-12.793436924616495","-12.793436924616495","-12.798801491657892","-12.798801491657892","-12.798801491657892"
"117","-12.792917539676031","-12.792917539676031","-12.792917539676031","-12.701639900604883","-12.701639900604883","-12.701639900604883","-12.764534513155619","-12.764534513155619","-12.764534513155619","-12.792933364709219","-12.792933364709219","-12.792933364709219","-12.802203993002573","-12.802203993002573","-12.802203993002573"
"118","-12.799267093340555","-12.799267093340555","-12.799267093340555","-12.703064501285553","-12.703064501285553","-12.703064501285553","-12.76454528172811","-12.76454528172811","-12.76454528172811","-12.79405191540718","-12.79405191540718","-12.79405191540718","-12.797651996215185","-12.797651996215185","-12.797651996215185"
"119","-12.796711305777231","-12.796711305777231","-12.796711305777231","-12.703367302815119","-12.703367302815119","-12.703367302815119","-12.76260041197141","-12.76260041197141","-12.76260041197141","-12.791208922863007","-12.791208922863007","-12.791208922863007","-12.788399537404379","-12.788399537404379","-12.788399537404379"
"120","-12.796248277028402","-12.796248277028402","-12.796248277028402","-12.703776180744171","-12.703776180744171","-12.703776180744171","-12.761161814133326","-12.761161814133326","-12.761161814133326","-12.794516831636429","-12.794516831636429","-12.794516831636429","-12.79278933008512","-12.79278933008512","-12.79278933008512"
"121","-12.803603003422419","-12.803603003422419","-12.803603003422419","-12.70432855685552","-12.70432855685552","-12.70432855685552","-12.765319406986237","-12.765319406986237","-12.765319406986237","-12.79561119278272","-12.79561119278272","-12.79561119278272","-12.797651718060175","-12.797651718060175","-12.797651718060175"
"122","-12.797084281841913","-12.797084281841913","-12.797084281841913","-12.702261885007223","-12.702261885007223","-12.702261885007223","-12.765369325876236","-12.765369325876236","-12.765369325876236","-12.792771995067596","-12.792771995067596","-12.792771995067596","-12.802996118863424","-12.802996118863424","-12.802996118863424"
"123","-12.798724432786306","-12.798724432786306","-12.798724432786306","-12.704441746075949","-12.704441746075949","-12.704441746075949","-12.765881756941477","-12.765881756941477","-12.765881756941477","-12.794796397288641","-12.794796397288641","-12.794796397288641","-12.803961863120398","-12.803961863120398","-12.803961863120398"
"124","-12.800402412811914","-12.800402412811914","-12.800402412811914","-12.704680929581324","-12.704680929581324","-12.704680929581324","-12.766581187645594","-12.766581187645594","-12.766581187645594","-12.793239484230677","-12.793239484230677","-12.793239484230677","-12.801904112100601","-12.801904112100601","-12.801904112100601"
"125","-12.80154580871264","-12.80154580871264","-12.80154580871264","-12.704239358504614","-12.704239358504614","-12.704239358504614","-12.766987323760986","-12.766987323760986","-12.766987323760986","-12.795533061027527","-12.795533061027527","-12.795533061027527","-12.800115684668222","-12.800115684668222","-12.800115684668222"
"126","-12.80267376701037","-12.80267376701037","-12.80267376701037","-12.70437385638555","-12.70437385638555","-12.70437385638555","-12.771098186572393","-12.771098186572393","-12.771098186572393","-12.796253661314646","-12.796253661314646","-12.796253661314646","-12.79744604229927","-12.79744604229927","-12.79744604229927"
"127","-12.804763545592627","-12.804763545592627","-12.804763545592627","-12.705426981051763","-12.705426981051763","-12.705426981051763","-12.771301448345184","-12.771301448345184","-12.771301448345184","-12.797823836406073","-12.797823836406073","-12.797823836406073","-12.7991737027963","-12.7991737027963","-12.7991737027963"
"128","-12.80429059267044","-12.80429059267044","-12.80429059267044","-12.705341001351675","-12.705341001351675","-12.705341001351675","-12.768660167853037","-12.768660167853037","-12.768660167853037","-12.797913471857706","-12.797913471857706","-12.797913471857706","-12.794420013825098","-12.794420013825098","-12.794420013825098"
"129","-12.8071468770504","-12.8071468770504","-12.8071468770504","-12.705989102522532","-12.705989102522532","-12.705989102522532","-12.769071261088053","-12.769071261088053","-12.769071261088053","-12.79835836092631","-12.79835836092631","-12.79835836092631","-12.801974902550379","-12.801974902550379","-12.801974902550379"
"130","-12.80495978395144","-12.80495978395144","-12.80495978395144","-12.706304887930552","-12.706304887930552","-12.706304887930552","-12.768092652161917","-12.768092652161917","-12.768092652161917","-12.794231057167053","-12.794231057167053","-12.794231057167053","-12.805025150378546","-12.805025150378546","-12.805025150378546"
"131","-12.807975769042969","-12.807975769042969","-12.807975769042969","-12.707333783308664","-12.707333783308664","-12.707333783308664","-12.768090228239695","-12.768090228239695","-12.768090228239695","-12.79275506734848","-12.79275506734848","-12.79275506734848","-12.804110964139303","-12.804110964139303","-12.804110964139303"
"132","-12.807688663403193","-12.807688663403193","-12.807688663403193","-12.707804719607035","-12.707804719607035","-12.707804719607035","-12.771487017472586","-12.771487017472586","-12.771487017472586","-12.796055167913437","-12.796055167913437","-12.796055167913437","-12.810244381427765","-12.810244381427765","-12.810244381427765"
